re_id;re_cu_id;re_date;re_amount;re_modeofpayment;re_checknumber;re_bank
565;1194;2005-08-06 16:47;6640;YIKKZVTENSF00HO;88043;NULL
566;521;2009-07-15 08:38;1304;J67AUU5KKNA2MVG;53290;XD94-2341-8497-0797
567;1170;2010-12-09 15:06;44830;NULL;64453;YT37-6016-5370-2758
568;1169;2005-06-29 21:27;18319;TBRGQNXN1CF3FUH;37279;CU55-8421-3793-5756
569;370;2002-09-25 06:16;9759;O27274Z4DZ0CKRS;24742;GM20-6970-9989-8197
570;366;2002-12-29 04:58;42502;CF7OQ7ZV9J9IE25;86779;YO26-7070-2682-3531
571;780;2002-08-12 18:45;42929;5QEJODSOCN3RNL3;38480;LC37-3475-8539-0439
572;179;2005-10-28 12:44;43426;JNQZNTTG3CTNVHP;93301;BA73-7546-6244-8973
573;561;2010-07-25 08:57;7370;TA6TC84ZMJB3477;8029;ZM30-3020-2440-6406
574;1427;2003-05-08 13:47;28226;GYYRB51CXXGBJ4S;871;GW13-4725-6305-3253
575;368;2007-07-30 14:42;6385;XSXCE9XAJQD3HQC;11190;FO47-3614-6675-1768
576;705;2006-08-02 07:24;6435;457XIYZN8TVFSSG;69461;BO61-5831-2403-7581
577;95;2009-08-22 15:25;1151;RG5BAV970N8KSYV;25698;BA96-9515-5210-8678
578;1048;2006-12-23 02:49;15405;LK7DXUCZT93LEII;92323;VJ31-2941-7105-6405
579;1366;2005-07-30 15:17;19987;AVC0K1L9W0WVPEV;16797;EP72-3499-2226-5566
580;1095;2007-01-22 05:26;35231;YOT8K2KW35H0ROS;96656;SJ80-4511-3467-6879
581;55;2005-09-11 22:25;38449;5H9WMUMKZYHXXH9;29293;NG58-8719-8642-9178
582;60;2004-08-18 00:09;25496;DTMPP968BFXFJKI;94659;UU88-8286-7121-2236
583;808;2007-04-02 00:28;29406;7FP85YO3199MLMZ;11237;AF48-5977-1674-6029
584;1206;2010-07-22 14:43;26834;V3MY13SVA1L6X70;58878;GI15-0169-2075-3933
585;430;2002-01-09 23:29;3878;G9QIR19F4JNF0KN;66166;EX55-6962-6378-3394
586;782;2006-12-18 00:49;42582;GBJGXK63MUY3DI6;76876;CU95-8320-6104-5974
587;936;2010-09-14 21:39;6422;8U5BWGTUT7THFDU;20802;ZS67-7006-8401-6058
588;696;2007-09-15 08:02;38751;DWQLNKGW2MWX251;75638;KD92-4383-0610-2791
589;1477;2006-04-10 18:14;16959;DT66EBS0IOMQQPO;66870;GL76-2189-5655-6522
590;1388;2002-12-19 09:33;16969;Z8PHSL6OD999JWR;5182;EG78-0132-6216-1671
591;1458;2009-07-15 13:41;48605;574L6OB23P3YYQ5;13708;ZK49-4062-9601-0791
592;1313;1971-01-01 00:00;22213;YNXUFKUSMIS42JG;53430;MT93-8359-0428-3946
593;416;2005-10-12 23:44;38286;WYKJK22BWND2H7Q;5689;TY65-5518-0146-4615
594;322;2009-10-31 22:36;15772;4WBWYX8LCCYNV70;73849;DJ82-3868-5977-2723
595;1111;2002-08-29 16:23;10756;9H2Z6MSVLMYR6SA;70606;IB02-2282-0366-7321
596;177;2005-02-20 20:18;16401;S5067KOZPZ673EF;63718;MA42-8128-1872-8910
597;24;2002-05-24 08:25;47921;NTS05QGH3GBBYGE;16738;VO45-1543-1180-5093
598;1328;2003-10-24 02:11;36474;2JVQ6UCPT2A7FKR;22516;PL85-3894-0164-9666
599;762;2004-01-21 19:06;15;794CZ992OI2R8C0;11591;TL06-2129-7421-6028
600;633;2009-07-06 05:42;11598;KM5JIPITH273F92;87463;OZ09-5453-7589-8880
601;894;2007-05-25 02:08;28536;O44PC1KTAT1ORKG;64637;QL37-3036-7824-9777
602;125;2003-10-01 07:11;49243;12MTF7NIRBVW16M;99676;RQ98-1471-8085-7281
603;411;2002-05-13 09:51;1951;GK348BVI1C9PNU2;43442;GQ96-5691-3997-4902
604;1473;2008-08-30 05:59;7462;MR1CN82GHMX06NR;55418;OO98-9815-5240-9176
605;248;2006-07-24 23:00;35267;6M76HC8Q73S3YXU;57273;WA51-7932-9770-0835
606;350;2009-01-17 22:25;15707;9YAA5AR7HMMLDUC;45307;TP76-7247-6865-3731
607;18;2006-12-14 20:25;37725;K5I0MVF9IB5JGZI;78582;XG65-9692-0914-7439
608;128;2006-07-03 17:51;8537;R0R8DHYWVZOUPMC;84524;XO39-5461-4983-1188
609;1527;2003-12-14 05:17;13939;RFISFUADI0RT47R;43571;ML58-1762-1106-2563
610;272;2009-05-05 11:06;36839;43UD33Z37M5M6LJ;35517;HD60-0853-1040-7044
611;1432;2010-04-12 09:27;49890;YTS0GP4XQDPCQ4R;41542;AX27-6495-4313-9830
612;1229;2006-06-18 18:28;4275;76PMSZ8NFFLSPN7;94616;BX00-5244-9622-3244
613;1402;2005-10-13 07:52;26950;GUVBFQ1EZWMPEND;6372;RT67-7982-4799-2620
614;357;2004-04-08 08:58;37685;VHE0VX3ZK4L14B8;92242;LC56-0155-5531-3238
615;1315;2009-04-18 23:11;10707;6SVV9F8H5AMVCJ9;66457;PF49-2916-3226-1027
616;1312;2009-03-28 18:35;6388;2IX7872JQWRA5ZA;75164;IU81-8584-2888-0768
617;679;2009-08-01 17:18;24599;OKJMRHTF8XULB8M;13233;JX23-5322-0524-6764
618;1284;2004-04-14 23:25;16014;VTZLE0UZPC4DOYB;3717;HF14-7803-9698-6742
619;423;2006-08-07 16:50;47363;0Y7S0N0KPHYACG7;55221;QF12-4749-3807-1977
620;1591;2008-10-15 03:31;14058;9PFC0O8NQJWFDFQ;69968;GX19-5400-1160-9173
621;537;2009-08-19 15:57;44883;LOKC0U17SEWX1JM;64643;OI57-1047-5632-9328
622;1493;2009-10-30 10:59;6079;4L3YIZ5BQJ1GRL6;24225;KY26-6918-4465-6143
623;210;2005-03-27 07:03;1360;QOONWVHEO7JLSBL;16823;NG65-7198-4713-3144
624;1399;2010-03-21 03:12;42791;XNASBRRLJ8MGSKF;24999;IZ02-7431-4987-5119
625;1165;2010-10-06 20:42;43897;8M6DUZC93O9AGJJ;95459;FZ06-1030-9322-6259
626;1565;2004-06-14 15:16;20715;YVJ4BEXZW23N81M;15576;PS97-6479-4100-0515
627;1317;2007-10-30 19:01;5139;RBD558CYA0PNHG5;46969;AC56-4699-0162-0924
628;745;2006-12-27 14:07;41598;O8IX1BWUO7HRVP0;22940;OC41-2467-4255-3152
629;194;2009-11-26 16:34;17470;25I46E8QIKUAOAH;64593;WB40-7596-0740-1452
630;1258;2009-03-16 17:28;39984;X3Y0IO2GFJHYQK2;56445;IE59-6877-2760-9164
631;1249;2007-03-09 06:16;8514;ZMKCX0UAZSEGHL5;66471;SC34-5727-9658-8040
632;893;2004-10-10 05:13;14678;Q1TSQ0JD32ONWAZ;34998;EX79-9113-7261-2490
633;452;2007-08-02 20:18;15390;I9B2Q4HW8N1PALZ;95477;MA21-1310-3251-5436
634;1358;2008-06-17 21:06;8389;D38PRAUZ268VB7D;15489;CK23-7865-9468-5867
635;1494;2009-03-07 13:08;6695;THY8A3NLKXJ3YT3;91111;AF39-9460-4536-0814
636;1488;2005-04-23 22:15;39206;3U9T2A67EBZJWMK;49010;MN37-2606-9701-8388
637;203;2005-05-02 12:33;23544;9DWSMQJAGN4TRQ0;74090;AN59-2040-3256-9236
638;1405;2006-12-18 18:09;21943;3QRHXKMJARTY33O;66670;OK57-4124-6140-8840
639;1024;2002-09-09 01:28;41568;CHTLXAVCBYCF5CG;98963;QP65-5381-2541-0198
640;1368;2003-07-05 16:18;38172;AQG6U33PRDHVXK6;38697;FP61-6313-6298-9289
641;622;2006-01-26 03:03;4857;Y6H9XFBSUF6Z87D;82294;JH45-8686-1630-9338
642;1215;2002-06-17 06:58;0;B5ODMI48E4UJT0F;77519;SU53-3219-9083-2507
643;1622;2008-10-02 16:21;47885;SZGZV6QVEOBEX4H;72481;IS45-8608-0964-8255
644;1257;2009-05-11 20:55;24811;0JKRWTQG28VTLSZ;82031;SR16-6867-0230-0795
645;253;2006-12-29 08:47;30120;ZF68QE24ESYY6PB;7508;CB81-8143-2360-3901
646;440;2007-07-02 15:05;17079;N9J9GNTY80WMBX9;67790;KD06-4775-0766-3438
647;891;2005-10-03 05:49;44330;PHFHX8TLHFC3VR9;46270;DK89-0477-3869-8494
648;566;2003-07-07 14:45;45264;XL6B8QDBL8ZQHFT;28859;TV15-4205-2127-2753
649;1449;2002-07-15 23:25;601;IB9PATCEGXR1AP3;64641;YT69-6140-4245-6376
650;1272;2004-06-01 21:47;5064;RKPPQYDY43WP834;5188;UG17-2166-0270-5607
651;453;2006-07-22 03:00;4367;MVLJHJ238RVBYC1;26834;NN88-1554-7014-5254
652;30;2009-02-07 09:00;41803;4IZXP3QKYAL6XN5;57163;VI40-4617-8027-3850
653;1475;2008-03-17 09:20;31907;TPEF4KZ7HMHZ220;160;BH21-6704-3161-3726
654;1041;2006-04-07 15:35;39112;20KQ46BJ40L6YV6;44854;LR99-7613-3370-1808
655;316;2010-11-16 13:44;35957;LIH8XLRKIRF3MRH;52629;CI58-5590-4666-3269
656;1037;2008-07-24 15:09;16715;AT4X2F9NDVB3ZS8;75854;VB97-1829-7033-4031
657;1481;2009-07-06 00:07;22456;FVDKLRUG8Z7CQ8X;49370;GH96-4286-9722-5164
658;1286;2003-02-22 06:39;47883;JPW5R8I69UU2ANL;99113;SE66-2181-8157-0176
659;172;2008-11-23 09:16;9161;JUNQEWAJYNO38WW;33574;JH83-0689-6251-2091
660;820;2004-02-10 07:43;13566;YYK9W2U7C7BQWR6;87247;AM16-5549-7138-8312
661;490;2003-03-22 03:23;14552;EHSWK6YMFD64KFX;53869;ZF18-6570-5437-6634
662;1537;2010-12-18 06:18;10567;YP4B3BUG0GE6LJM;65582;KZ80-2946-9502-9759
663;1223;2007-08-07 01:17;46127;H3OR4ZLR0XUJWPM;96465;SX26-0816-7452-2794
664;307;2005-09-28 11:49;41067;9YS7NUH3NCW3SR1;24858;JJ59-5069-5970-5411
665;207;2004-02-28 04:50;23956;QZMHQ68Y3CB6GAK;99146;GB11-0860-5535-6775
666;1022;2007-07-04 04:14;28325;UHXMRFJMLL4S3IZ;9102;MS15-1163-2303-4884
667;355;2009-11-15 22:10;35212;WZSW2563QT4BJBM;32024;ZX04-5596-5373-0568
668;895;2008-04-26 10:45;38886;RM9BTE3BG0W52GV;55147;ZR22-2929-0548-1046
669;1641;2006-01-31 19:49;18561;C2AHIN7PAUVXA73;82282;UR79-9242-6592-8112
670;1329;2005-12-27 00:56;30989;ZS0H9OEHVGF2900;NULL;QS47-5085-1920-5292
671;1616;2005-11-27 06:01;21501;YJYG14T4EJ0ZI50;39427;WS40-5529-4019-2194
672;257;2004-08-14 23:08;32844;XM5AFEBONSM174F;72887;NS45-1839-0870-9789
673;1452;2003-08-07 21:56;2655;TLZR8N8VYW2POFY;98482;PP78-0620-8539-0473
674;1585;2005-02-03 00:32;24447;G65MVQUJ8AS9ISW;40009;ZZ32-9824-4791-6671
675;1466;2004-09-20 00:27;9190;3Q6X690AEABJCL0;44135;BW13-0393-5755-3661
676;1570;2009-03-05 08:59;9201;TWL1ZTE2QFIYUYC;42787;YR47-8347-2491-2908
677;1408;2003-01-28 18:38;46998;0SLX81J66V8KEB7;21595;JB80-5520-9511-7591
678;1308;2006-11-15 10:08;31269;AJFL6UAAB37QQ1F;96895;NP32-4917-2256-5703
679;372;2005-03-23 18:25;21241;X5JK020RDEU4KTO;30093;ES39-9253-7484-5860
680;346;2005-04-07 05:37;25711;8WOAJRZ5HAL4USF;22918;CI62-5828-8239-9284
681;58;2009-09-11 09:27;49568;FTN9RNM7JN8S06Q;83643;QK57-1799-2103-6724
682;512;2006-04-26 04:16;25451;FRIUD5V66E2PHVX;40116;HL81-5655-6949-1583
683;1514;2006-06-14 14:42;4537;YPOR6FNK9GQVI74;74471;FZ60-5835-0139-6516
684;1428;2007-06-27 18:46;36533;K3O29LRAXG2CLXQ;55920;KJ52-4551-0404-2020
685;462;2004-08-26 14:27;13102;QNTBHYB04YLWE0N;45955;FA57-9449-7876-0860
686;10;2009-01-28 21:15;48181;AR4D6UADXETPCAZ;21221;WI07-4744-5423-0445
687;1276;2007-07-25 19:52;26607;P25VDSTLROYB0UV;64344;AG25-8721-0337-5084
688;1354;2003-04-28 04:43;25567;T42TTDHVCGE34LO;71491;BL23-3404-5380-7296
689;338;2008-08-01 07:21;29434;Y97BVSKHXILIVZC;75165;FH51-6443-0498-0165
690;538;2002-08-14 21:59;41674;IWW785ICL9IXEQH;36210;FS59-6777-8681-6276
691;125;2006-10-18 22:07;34240;Z5CRNK20JLWARYZ;48478;NC49-2170-0695-0129
692;1606;2004-03-11 05:54;41324;3BK8OGLTQUPL9N2;84321;TP27-7639-8466-0064
693;1113;2009-01-24 08:53;14383;1FJQMLFYUVOM98L;91044;YS70-5650-7274-1175
694;1168;2009-07-29 17:45;8377;95T358HJKJ0TUGR;5408;LE22-9990-5178-4721
695;1191;2002-04-16 12:54;27015;IO9CF9RHWMDSSYJ;26599;TU11-1089-8055-5855
696;36;2006-02-07 20:45;27604;92B4TZ1SX052LL3;84459;PA11-6763-3463-0048
697;753;2005-11-10 05:40;8730;4S3KZ880DC7JVPQ;390;CC60-2899-5317-0984
698;1528;2005-01-05 04:31;6818;ZIKS5N2JNGFF3OW;54357;FR56-2357-7759-4073
699;1118;2007-03-15 16:05;855;IZO0UZI0UAQHSIX;29141;UJ70-5301-3584-1430
700;275;2010-06-27 04:32;1794;9K321B8HPKXITSX;44934;KG75-8359-1443-7636
701;215;2008-08-15 16:55;31868;FW0V0QR00JYUWLR;98483;LP41-5936-2331-0487
702;170;2008-06-07 19:03;5443;I75JLU87Q7BA1Z6;14143;NF11-1648-4496-3303
703;598;2008-06-04 18:55;26703;D01VI17JS32IDEK;50474;FH90-1371-9194-2014
704;620;2007-07-19 22:28;0;SS0MNE4LOT5TFGY;67806;XV79-4260-4529-2139
705;1543;2009-07-05 15:45;19613;CWHVKWMGZMQHSQT;24391;RQ53-2803-9134-1067
706;25;2003-12-08 03:52;33564;N7H8ZKDYWF6PWE4;67510;CD56-4408-5922-2532
707;747;2007-07-04 11:03;21524;515GXOJW6JN0NMT;16063;OQ44-4410-1264-0737
708;337;2005-02-12 08:48;39148;ZT67ZP1SJIZ5PXJ;38569;BO41-2385-4655-0169
709;284;2003-07-19 15:07;7460;IECQKDEYOK2FXDA;6066;WU37-7228-4950-0382
710;414;2003-09-14 04:45;29921;L8P38WDF0DXFPE7;39246;HO75-9905-8417-0355
711;1684;2007-06-27 20:31;26756;Z2I992DME7JEMLU;32377;QQ97-4998-7962-5147
712;1607;2004-08-21 13:58;19718;7OJH7GCL1XQ7FZ9;94025;EJ65-3999-7969-7815
713;1523;2008-11-30 12:14;41187;DTGVU10JU3P1CYT;20467;CQ15-5152-7742-2261
714;1663;2005-08-19 03:38;26642;IR70VQ1JPW8CC66;45528;YZ99-2782-2307-5977
715;1521;2005-05-30 22:16;33450;X90T4ZB6OZM3QB8;40087;MS92-6046-4016-1552
716;692;2007-11-25 23:07;13999;4BOOR9ENRW6XSO6;97013;SZ53-5572-3142-9786
717;1306;2006-07-06 15:35;39101;X932YZAJF1BV3XS;85197;IP73-0044-4377-4870
718;323;2002-02-10 06:31;6029;O680IHNNUD18SED;8123;TL08-4218-6733-7055
719;280;2003-02-02 21:21;9593;SZ6H7534148PXJJ;27149;HU98-5458-5251-7426
720;1590;1971-01-01 00:00;27964;4S9MF64FMG7LY1R;30493;GP86-3068-5046-1098
721;1703;2006-01-29 07:34;25775;OB23RB6I24ZE9XQ;51692;QA05-2296-8501-0131
722;387;2010-12-09 08:22;1717;T7304QKMVQURXI5;71637;VZ01-4663-7166-7161
723;1159;2008-07-21 17:26;9644;D61LHG2SLRKB6P6;65802;SF64-5508-7280-0367
724;1519;2010-09-25 03:24;9451;PWRRYQXXRF80GFK;21735;JG04-5430-9617-3769
725;823;2005-06-19 21:50;26887;Y012W4UD4BFD69G;95898;PM08-5078-4239-5009
726;1478;2010-03-10 02:48;46749;K611QE1M93U172B;69233;TV76-2866-7477-0559
727;43;2003-09-19 00:07;30178;70C6O3RL2ENMBJR;80535;NG54-7176-0086-3213
728;888;2006-07-21 14:15;18461;Z3F9DISKYEST9S5;8907;CE77-2354-9515-1184
729;1063;2005-01-08 04:11;44278;Z865W9HHFFZBQEB;23746;XY73-0863-6240-8725
730;1079;2004-10-20 11:37;47432;BC14M1SO7S79AXC;92560;FF05-1410-8412-9361
731;844;2009-08-12 03:41;31587;9LN2DLLQLYUXJGT;97237;XB23-4434-9967-6829
732;724;2005-04-26 03:19;470;33HWR1EXFHX4186;92112;LH87-8283-3231-7196
733;495;2009-01-22 14:06;40180;3P25R8CPRBIO7U5;49553;WP95-5235-2047-4556
734;459;2010-09-01 18:03;30413;YN57GFI76PNWOGO;9837;MD56-5386-2456-8273
735;836;2005-09-26 13:53;19446;RDUTDOSUQR5FJPQ;52204;MU12-3826-9734-4819
736;442;2007-08-22 12:42;43844;C66D2Z0O7VY1LG1;2074;LW96-0763-3193-3451
737;1069;2003-04-06 14:23;44124;M4XU0BC9UAGO92N;87110;PA26-2543-3208-2692
738;509;2008-11-20 09:20;48749;Z2JHAAARC5LIQR9;20159;RH66-1904-7388-6968
739;1617;2009-11-25 16:13;34925;QVSERVK1TWJRICF;64985;EA99-4718-8397-6081
740;1114;2008-12-22 03:00;2969;7H1JWKZCT6HVPUJ;95977;IW69-0756-4852-7646
741;49;2002-09-20 10:35;41579;16YDA8P3IINERJ8;58801;ZQ89-1909-7681-2074
742;685;2003-07-29 10:12;9033;QGA9PQD5WGLLDPB;NULL;OF44-4783-4432-8929
743;1361;2004-06-12 11:03;19147;DFQCD1VYSY0EWLK;6466;NR62-1245-2134-3456
744;23;2010-10-09 13:35;45646;XH49KAEBSSHTN3P;58831;DO32-8241-4205-7272
745;1222;2006-11-19 02:36;2678;7O1BSVMOLBHRPZ9;40353;KU22-8144-3531-3913
746;40;2006-02-17 01:28;21956;VANWK1E21FKKK1B;11608;ZM79-9052-3777-0050
747;1654;2004-02-28 08:09;43053;NULL;91066;BP16-3742-9443-4269
748;154;2006-04-10 17:40;14681;8777J8H1VGO8TML;52914;VH98-3229-2998-6375
749;1009;2005-06-08 05:14;30933;J6YCGT959YADB14;20833;EY33-4267-0023-2799
750;305;2006-03-01 19:29;44379;0SJIR1RMSL04D69;25423;DI64-4189-4663-5539
751;57;2005-05-21 13:46;37915;TQ1D2Y7EY1YLY4Q;19498;QF28-5446-5806-7880
752;760;2010-08-04 05:09;21574;B480321IEBJUT4S;30866;WV64-9261-0551-4588
753;1497;2005-09-30 23:09;49138;PWJL0QG1L4KP26O;59158;JI88-7287-9873-5405
754;1525;2003-12-04 07:10;28854;V6S9X8AROIYRECL;72502;TL43-4323-1444-8692
755;831;2003-02-15 08:30;25081;9UV1K4TKN6FZIBF;17897;VL16-7190-3468-3512
756;1471;2010-07-18 20:09;77;NVZMBI5GMSWHSPN;47724;PK74-9078-3199-3677
757;1440;2002-01-25 23:28;22223;JRG8AM3QD8LRTB9;76397;HG89-5640-9220-3148
758;137;2008-09-12 15:39;45992;3Q3JDYHQPFFS8BS;46328;FF93-9108-4631-9543
759;1416;2004-12-16 21:04;49816;J7FQV7X0R883XEM;56654;GU39-9394-9000-8616
760;1392;2008-05-10 19:40;22865;IJD1M4UK9PIV7BI;21717;LF46-9346-5794-6390
761;938;2007-10-18 15:38;3385;GN7MVIHWS2R4PET;4341;BK55-1619-6885-8379
762;1076;2008-05-18 13:37;3062;S49PXQBFCVH6O2T;72448;NV43-6212-6737-9068
763;300;2004-06-26 06:52;44870;Q7M960F02H9JCPU;57516;IS88-8680-0656-1115
764;1013;2002-04-25 21:10;10028;V7221T4QCSA00A7;98943;YS90-7392-1411-5497
765;1453;2004-12-06 11:25;48334;9AEIRJ3SP8MGGS2;79260;JD61-1488-3249-9760
766;1621;1971-01-01 00:00;26285;0MAG0RFX3WXEPF0;95829;XV82-4456-7755-3966
767;948;2009-05-20 01:26;29539;9KA1BC3B39DS6N9;435;CJ81-1766-6343-7946
768;855;2009-06-04 06:24;10774;PNZE0QPHVHFUMP2;90749;GF55-3668-4374-0153
769;1541;1971-01-01 00:00;7196;8V6WH0BOIYDQEMQ;50502;XZ03-2150-9881-2697
770;1177;2004-12-19 19:55;39607;NCO1FLRIUS6UW9P;16017;BV20-8468-3432-4161
771;1270;2005-03-06 22:20;19875;63JAHD2OCBV1DY3;70115;AW54-3174-5481-7344
772;1593;2008-12-27 14:55;40352;Q07900TN4N1OUGR;33810;XF54-9975-6609-7675
773;348;2004-02-25 07:52;21105;9YJA3GYAAZP4PQ4;16334;WI89-0677-7816-9044
774;1516;2010-01-04 13:46;6623;PX3W1FD5AW6TBEU;32961;AZ88-2507-8208-7508
775;1008;2007-08-10 23:22;36386;JMRFES5A2XZ0BPX;78300;BS98-2486-1183-9068
776;1718;2004-02-19 03:30;16741;J5ZXDV7ULD07A5Y;38216;RB85-7714-5892-9999
777;1289;2002-05-16 10:46;32570;5TK3YPHWRTT4GCU;38541;FC71-5184-9246-1375
778;358;2004-07-03 21:22;13998;YRA6EWINEXU0SY0;73998;QD53-0401-9049-0492
779;940;2008-06-28 21:18;6773;Y3VI4UGTN26J13E;57168;JA55-5876-4259-1724
780;1310;2008-10-12 03:50;4931;JF8IUSH9AWO0VH3;21913;UH02-7409-2121-9734
781;1423;2005-11-07 00:47;3695;TW6CHBG4BGJCQYM;93358;GO47-9786-7957-5358
782;363;2010-05-02 20:21;15496;JLGDQH25ML885FX;39990;SR11-8320-9957-5507
783;487;2008-01-11 18:39;37528;YCQ5X1R8Z36E95J;88138;EH52-4944-6358-3651
784;759;2008-06-09 06:26;49900;ADHA0Q3BU0QV37Z;8974;RO79-9697-1653-5854
785;1595;2003-02-13 09:00;9517;IDDD8GDIU8DMAOW;26088;TQ36-9329-5357-7364
786;1067;2009-11-08 08:42;10013;2WXRXN589EAWAV4;51495;OQ46-4777-7099-3200
787;713;2010-05-31 21:51;1333;4AVWS53T0ZFRCH1;22575;SW53-6985-9010-9094
788;1581;2010-01-07 22:31;11325;49S7A8YU743T6G7;65748;LD82-7640-4987-8207
789;841;2010-07-26 04:10;5332;3MH0S0OWS4QY8DV;39211;YG79-9842-5627-7038
790;433;2007-02-20 06:56;19368;D4S02XHWB0ON2AN;62802;KN51-2607-6748-1388
791;783;2009-07-18 09:32;21621;RHOQZ0D3LWE6HZM;15144;ZT82-0611-8657-2836
792;1398;2006-03-10 17:43;48132;8AF2O6W65LORB0U;29331;IL89-8167-0447-6872
793;1224;2007-07-28 13:14;48933;G76RP5TDQOF6IBF;22201;YQ81-1885-2663-9381
794;1082;2005-07-23 22:43;12060;EUERULULKILECMS;48704;OL81-9550-3248-0786
795;59;2005-12-05 12:15;49585;2WP9SV43H2BZQPN;23092;TE78-4874-0431-9972
796;1584;2003-07-18 20:33;38516;6CDHL2NVCL67JF0;NULL;HN84-4186-5182-0345
797;1333;2003-03-07 11:22;14164;WU4ML5JIQB9S9VU;91936;VO37-6817-4046-9459
798;1619;2005-05-03 20:58;9119;UR808BZZ9TW7OWJ;71191;WU53-9086-6549-4628
799;1105;2010-02-01 03:20;47313;273WL080SUQASVM;60879;SW00-6819-5997-8447
800;1349;2004-02-18 13:52;26393;QBCS60VLV4DS8BU;15196;HD75-6147-1419-4222
801;1083;2007-11-04 02:10;42418;R7Q2RY9UI77DKO6;41012;SR15-2262-0547-3549
802;1004;2008-07-01 01:09;32279;7FHDJRV1BI1GNGR;72603;NULL
803;125;2007-09-14 19:03;7485;0WJL5JPS1I9ZTI0;58622;SG45-8832-4554-6944
804;661;2010-03-10 12:13;41327;YZKTUGAZBOR9WS6;75684;TM08-1716-3594-7063
805;735;2003-02-04 19:19;24503;FPDN4K8NPOC1HW8;14417;IA60-3975-4797-3716
806;1230;2007-06-11 14:18;47563;HUIOVXNKMJAGSGV;10548;FO19-0389-1644-4788
807;1770;2004-01-06 11:36;468;B6J34D2DQX4538I;96901;LD88-6843-6114-4123
808;1035;2006-05-16 23:59;42514;GXR2AI7H2S0KARU;35681;WO30-3199-8374-2063
809;915;2004-12-25 05:47;42469;T4PBC4O4S5XXTIH;29211;LR44-9896-5165-5743
810;70;2003-08-13 19:38;8339;1V0UOTYSY11CCH3;86669;MK88-0521-9149-8623
811;1155;2003-07-21 20:23;17507;2VCZI72B9NA4LAO;65588;AG32-8862-9792-6698
812;276;2009-08-13 11:08;8224;BMJFQZKZ5XCA3CR;30912;RN50-6961-9441-4621
813;1763;2004-01-20 22:50;39219;2YUX6HVUSPL1JT7;6374;PX93-6820-4037-7192
814;359;2004-04-14 19:37;44885;DH0PYN83BCTLUR7;72339;ZB92-1119-7406-5679
815;869;2004-11-06 14:51;19169;VZ2NFQDTROM1EIG;59856;LD54-4364-9858-0195
816;381;2005-08-16 00:43;37889;PNXMB1CEQRLTN9Z;82714;BA75-0725-2859-4836
817;582;2002-05-01 01:00;15534;IO5JQJ9M36Y916P;34635;MO86-8155-4231-7983
818;1056;2010-05-10 09:12;44970;VHW7UKLTNOXN5J5;761;LW60-8552-8054-9972
819;277;2007-04-06 04:36;511;OMIPCWL6EBI532C;70179;SB85-8668-3007-1549
820;1759;2005-08-17 22:10;38321;2SY5DS6X2CW1MLH;42673;AG52-6180-0077-8480
821;1456;2002-11-24 23:19;24951;0GLFOZGYWPSJ2GQ;48473;VJ59-7973-3068-2331
822;79;2005-11-28 12:53;18213;BELCL05VFLM00JJ;89274;WW20-9531-8518-0328
823;244;2009-10-24 21:16;5441;TY4NHXV3CZ9NZNU;23723;CR79-9651-8595-3838
824;988;2004-04-14 23:28;37828;MBP7Z4Y0APZ2CGY;9838;NULL
825;797;2006-06-03 10:23;17985;5ZP4C23EJI0MQIW;306;KG55-9729-3271-5029
826;1745;2009-12-27 04:37;21744;Q0EOTBTOZ3CRYSQ;95078;UY90-3674-0864-1450
827;965;2003-06-03 01:41;41419;0WHZXQAJ8BOH4CA;63677;IE52-3078-8462-5535
828;186;2009-08-03 09:09;9045;T6CB2AIU6048QBF;29515;NO23-7535-9947-4790
829;1753;2006-01-31 01:31;7039;R4LT1WVZQUGINBK;92976;YP23-1369-4786-3815
830;1569;2006-01-24 02:48;47870;TKYRGETQDNTXL1T;1076;KH95-5117-5459-0095
831;331;2002-12-15 16:07;2577;VYQ0QGRXBCL7T06;68208;SP41-1508-4052-2896
832;206;2008-01-12 13:48;23451;FIF5DNACAVGE3XD;94505;OF82-6638-9366-4343
833;972;2005-06-01 18:02;16686;1KMOKKVDS1G4TMW;23160;AW04-6171-9914-5844
834;1054;2006-05-12 07:26;30380;GXH3MNI7NDPV0DT;9571;TA47-6484-3653-8829
835;441;2002-12-10 01:40;12513;YW59DIAVM1CB76J;22966;QS03-2184-8728-5610
836;595;2008-05-07 23:37;21416;Y2X5GA2E1F17U0D;79631;VR63-0679-5313-4433
837;184;2004-08-19 01:18;8010;725WHMZYMLHKA6Z;92161;BA49-4022-9870-4081
838;1172;2008-11-02 06:25;46201;U1WXFOXOUR8YG30;9684;BN33-5612-6376-1445
839;129;2007-05-06 11:06;25397;OX450M6C2ZIUSH4;24016;NS55-2603-1895-1609
840;775;2006-09-03 18:41;11955;FJCS3F0J5H1QD1H;88677;DB35-3526-5857-8782
841;1185;2007-11-03 21:05;9544;KVVD2UH8VKUF52V;93882;CV44-1608-6236-2939
842;1700;2006-01-15 21:51;8820;MEJXR8I9WKZIKGY;38226;TT50-7638-6302-8112
843;1499;2007-01-14 16:44;18857;IZAXLRRK14XJLKD;74847;FV96-1158-3930-8434
844;1480;2008-12-13 08:31;46993;MO3ZIJSCCMGHUZN;83763;TZ08-4648-6159-6325
